,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22021,1626196,0022101219,"APR 10, 2022",SAS @ DAL,L,28,6,12,0.5,4,7,0.571,2,2,1.0,0,3,3,1,1,0,2,1,18,5,1
1,22021,1626196,0022101215,"APR 09, 2022",SAS vs. GSW,L,22,4,8,0.5,2,3,0.667,0,0,0.0,0,1,1,0,1,0,1,3,10,-2,1
2,22021,1626196,0022101199,"APR 07, 2022",SAS @ MIN,L,25,3,9,0.333,1,5,0.2,4,5,0.8,1,2,3,6,0,0,1,3,11,5,1
3,22021,1626196,0022101186,"APR 05, 2022",SAS @ DEN,W,25,6,11,0.545,4,5,0.8,2,2,1.0,0,2,2,1,2,0,1,1,18,12,1
4,22021,1626196,0022101175,"APR 03, 2022",SAS vs. POR,W,24,3,10,0.3,0,5,0.0,2,2,1.0,0,4,4,3,1,0,1,0,8,3,1
5,22021,1626196,0022101158,"APR 01, 2022",SAS vs. POR,W,21,5,8,0.625,2,5,0.4,0,0,0.0,0,2,2,1,2,1,2,0,12,11,1
6,22021,1626196,0022101144,"MAR 30, 2022",SAS vs. MEM,L,32,3,6,0.5,2,4,0.5,1,1,1.0,1,2,3,5,5,0,2,2,9,12,1
7,22021,1626196,0022101128,"MAR 28, 2022",SAS @ HOU,W,33,5,11,0.455,3,8,0.375,2,2,1.0,1,5,6,5,0,0,2,3,15,-1,1
8,22021,1626196,0022101107,"MAR 26, 2022",SAS @ NOP,W,27,5,12,0.417,3,4,0.75,5,5,1.0,1,1,2,1,1,0,0,2,18,4,1
9,22021,1626196,0022101094,"MAR 23, 2022",SAS @ POR,W,24,6,16,0.375,3,11,0.273,0,0,0.0,0,1,1,2,2,0,1,1,15,23,1
10,22021,1626196,0022101070,"MAR 20, 2022",SAS @ GSW,W,27,8,12,0.667,3,5,0.6,6,6,1.0,0,2,2,1,1,0,1,2,25,-3,1
11,22021,1626196,0022101040,"MAR 16, 2022",SAS vs. OKC,W,28,6,15,0.4,3,5,0.6,2,2,1.0,3,4,7,3,1,0,4,1,17,-4,1
12,22021,1626196,0022101024,"MAR 14, 2022",SAS vs. MIN,L,23,1,3,0.333,0,0,0.0,0,0,0.0,0,3,3,1,2,0,3,1,2,0,1
13,22021,1626196,0022101007,"MAR 12, 2022",SAS vs. IND,L,36,6,20,0.3,2,7,0.286,2,2,1.0,3,4,7,4,1,1,1,3,16,-20,1
14,22021,1626196,0022101002,"MAR 11, 2022",SAS vs. UTA,W,34,3,7,0.429,0,3,0.0,5,6,0.833,2,2,4,3,1,1,2,3,11,9,1
15,22021,1626196,0022100989,"MAR 09, 2022",SAS vs. TOR,L,19,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,2,0,2,1,2,3,-12,1
16,22021,1626196,0022100973,"MAR 07, 2022",SAS vs. LAL,W,30,6,12,0.5,4,5,0.8,2,2,1.0,1,4,5,2,0,0,1,0,18,11,1
17,22021,1626196,0022100944,"MAR 03, 2022",SAS vs. SAC,L,6,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,5,1
18,22021,1626196,0022100923,"FEB 28, 2022",SAS @ MEM,L,7,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-10,1
19,22021,1626196,0022100908,"FEB 26, 2022",SAS @ MIA,L,26,4,8,0.5,2,3,0.667,0,0,0.0,3,1,4,4,0,0,1,4,10,5,1
20,22021,1626196,0022100881,"FEB 16, 2022",SAS @ OKC,W,14,1,4,0.25,1,2,0.5,0,0,0.0,0,0,0,2,0,1,0,0,3,14,1
21,22021,1626196,0022100817,"FEB 08, 2022",BOS @ BKN,W,15,0,1,0.0,0,1,0.0,2,2,1.0,0,2,2,1,1,0,1,0,2,-13,1
22,22021,1626196,0022100806,"FEB 06, 2022",BOS @ ORL,W,27,0,8,0.0,0,6,0.0,0,0,0.0,1,6,7,3,0,1,1,2,0,26,1
23,22021,1626196,0022100788,"FEB 04, 2022",BOS @ DET,W,21,2,6,0.333,2,3,0.667,6,6,1.0,1,4,5,1,1,1,1,1,12,16,1
24,22021,1626196,0022100775,"FEB 02, 2022",BOS vs. CHA,W,31,8,12,0.667,6,8,0.75,1,2,0.5,0,2,2,1,1,1,1,3,23,3,1
25,22021,1626196,0022100762,"JAN 31, 2022",BOS vs. MIA,W,22,5,8,0.625,0,2,0.0,1,1,1.0,0,2,2,1,0,0,2,1,11,5,1
26,22021,1626196,0022100745,"JAN 29, 2022",BOS @ NOP,W,26,4,7,0.571,2,5,0.4,0,0,0.0,1,0,1,2,0,1,0,2,10,3,1
27,22021,1626196,0022100737,"JAN 28, 2022",BOS @ ATL,L,18,3,9,0.333,1,4,0.25,0,0,0.0,0,1,1,1,1,1,2,2,7,-10,1
28,22021,1626196,0022100717,"JAN 25, 2022",BOS vs. SAC,W,22,6,9,0.667,2,4,0.5,0,0,0.0,1,7,8,1,0,1,2,2,14,21,1
29,22021,1626196,0022100699,"JAN 23, 2022",BOS @ WAS,W,17,0,3,0.0,0,1,0.0,0,0,0.0,1,3,4,0,0,0,0,1,0,3,1
30,22021,1626196,0022100688,"JAN 21, 2022",BOS vs. POR,L,12,2,6,0.333,1,4,0.25,0,0,0.0,0,0,0,1,0,0,0,1,5,-12,1
31,22021,1626196,0022100671,"JAN 19, 2022",BOS vs. CHA,L,25,4,12,0.333,2,6,0.333,0,0,0.0,0,2,2,3,1,1,1,2,10,-5,1
32,22021,1626196,0022100654,"JAN 17, 2022",BOS vs. NOP,W,19,1,4,0.25,0,1,0.0,0,0,0.0,1,4,5,3,2,0,4,1,2,9,1
33,22021,1626196,0022100647,"JAN 15, 2022",BOS vs. CHI,W,29,5,9,0.556,3,5,0.6,0,0,0.0,1,0,1,2,1,1,0,2,13,-6,1
34,22021,1626196,0022100635,"JAN 14, 2022",BOS @ PHI,L,18,1,3,0.333,1,1,1.0,2,2,1.0,1,3,4,1,0,0,0,1,5,-14,1
35,22021,1626196,0022100618,"JAN 12, 2022",BOS @ IND,W,29,2,7,0.286,1,4,0.25,0,0,0.0,0,3,3,4,0,1,1,1,5,-2,1
36,22021,1626196,0022100609,"JAN 10, 2022",BOS vs. IND,W,38,4,9,0.444,1,3,0.333,0,0,0.0,0,0,0,1,1,1,2,2,9,-4,1
37,22021,1626196,0022100595,"JAN 08, 2022",BOS vs. NYK,W,30,4,10,0.4,2,3,0.667,7,8,0.875,1,1,2,1,1,1,0,2,17,14,1
38,22021,1626196,0022100578,"JAN 06, 2022",BOS @ NYK,L,16,2,7,0.286,2,3,0.667,0,0,0.0,0,2,2,0,0,0,0,2,6,-7,1
39,22021,1626196,0022100570,"JAN 05, 2022",BOS vs. SAS,L,21,3,5,0.6,1,2,0.5,0,0,0.0,1,1,2,0,3,0,0,2,7,3,1
40,22021,1626196,0022100546,"JAN 02, 2022",BOS vs. ORL,W,32,4,10,0.4,1,2,0.5,0,0,0.0,1,2,3,4,1,0,2,3,9,6,1
41,22021,1626196,0022100529,"DEC 31, 2021",BOS vs. PHX,W,33,5,10,0.5,2,4,0.5,7,7,1.0,2,2,4,2,1,1,2,2,19,20,1
42,22021,1626196,0022100518,"DEC 29, 2021",BOS vs. LAC,L,32,3,11,0.273,0,5,0.0,0,0,0.0,0,2,2,3,3,1,1,3,6,-7,1
43,22021,1626196,0022100445,"DEC 18, 2021",BOS vs. NYK,W,32,9,14,0.643,5,7,0.714,4,5,0.8,0,5,5,4,3,0,1,3,27,12,1
44,22021,1626196,0022100435,"DEC 17, 2021",BOS vs. GSW,L,35,4,10,0.4,4,7,0.571,3,4,0.75,0,2,2,0,1,1,1,4,15,-5,1
45,22021,1626196,0022100378,"DEC 08, 2021",BOS @ LAC,L,30,5,11,0.455,3,6,0.5,4,4,1.0,3,2,5,1,1,0,1,1,17,-5,1
46,22021,1626196,0022100365,"DEC 07, 2021",BOS @ LAL,L,16,4,9,0.444,1,4,0.25,2,4,0.5,0,0,0,2,0,0,0,2,11,-13,1
47,22021,1626196,0022100347,"DEC 04, 2021",BOS @ POR,W,17,2,5,0.4,1,2,0.5,0,0,0.0,0,0,0,2,0,0,0,0,5,14,1
48,22021,1626196,0022100339,"DEC 03, 2021",BOS @ UTA,L,29,4,8,0.5,1,3,0.333,2,2,1.0,0,3,3,1,2,0,1,3,11,-1,1
49,22021,1626196,0022100322,"DEC 01, 2021",BOS vs. PHI,W,20,3,7,0.429,1,3,0.333,0,0,0.0,0,3,3,1,0,0,1,2,7,-5,1
50,22021,1626196,0022100302,"NOV 28, 2021",BOS @ TOR,W,27,6,11,0.545,1,4,0.25,5,5,1.0,0,1,1,2,1,1,0,3,18,23,1
51,22021,1626196,0022100243,"NOV 20, 2021",BOS vs. OKC,W,26,2,6,0.333,2,3,0.667,0,0,0.0,0,4,4,1,0,0,0,1,6,-1,1
52,22021,1626196,0022100232,"NOV 19, 2021",BOS vs. LAL,W,29,5,11,0.455,1,3,0.333,4,6,0.667,1,3,4,0,0,0,0,1,15,27,1
53,22021,1626196,0022100215,"NOV 17, 2021",BOS @ ATL,L,27,5,10,0.5,1,4,0.25,0,0,0.0,0,2,2,2,1,0,1,2,11,-4,1
54,22021,1626196,0022100199,"NOV 15, 2021",BOS @ CLE,W,25,4,6,0.667,1,2,0.5,0,0,0.0,1,4,5,1,0,2,1,2,9,0,1
55,22021,1626196,0022100175,"NOV 12, 2021",BOS vs. MIL,W,28,2,6,0.333,0,3,0.0,4,4,1.0,1,5,6,2,0,1,1,2,8,9,1
56,22021,1626196,0022100160,"NOV 10, 2021",BOS vs. TOR,W,33,5,9,0.556,2,4,0.5,3,4,0.75,1,2,3,1,3,1,2,5,15,13,1
57,22021,1626196,0022100136,"NOV 06, 2021",BOS @ DAL,L,31,6,12,0.5,1,3,0.333,0,0,0.0,0,2,2,3,0,1,0,0,13,-8,1
58,22021,1626196,0022100110,"NOV 03, 2021",BOS @ ORL,W,18,1,3,0.333,0,2,0.0,1,2,0.5,2,4,6,2,1,1,1,1,3,10,1
59,22021,1626196,0022100098,"NOV 01, 2021",BOS vs. CHI,L,25,3,7,0.429,1,4,0.25,0,0,0.0,2,0,2,1,0,0,1,1,7,-21,1
60,22021,1626196,0022100078,"OCT 30, 2021",BOS @ WAS,L,37,7,15,0.467,1,4,0.25,3,3,1.0,1,2,3,0,1,1,1,5,18,3,1
61,22021,1626196,0022100056,"OCT 27, 2021",BOS vs. WAS,L,15,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,1,0,-8,1
62,22021,1626196,0022100041,"OCT 25, 2021",BOS @ CHA,W,15,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,1,2,0,-2,1
63,22021,1626196,0022100037,"OCT 24, 2021",BOS @ HOU,W,19,3,8,0.375,1,5,0.2,0,0,0.0,0,2,2,2,0,1,2,1,7,2,1
64,22021,1626196,0022100020,"OCT 22, 2021",BOS vs. TOR,L,21,4,7,0.571,4,4,1.0,0,0,0.0,1,1,2,0,1,0,0,2,12,-19,1
65,22020,1626196,0022001071,"MAY 16, 2021",DAL @ MIN,L,22,5,14,0.357,1,4,0.25,0,0,0.0,2,3,5,4,0,0,2,1,11,-2,1
66,22020,1626196,0022001057,"MAY 14, 2021",DAL vs. TOR,W,21,2,7,0.286,2,2,1.0,4,4,1.0,1,0,1,1,1,0,1,1,10,-7,1
67,22020,1626196,0022000154,"MAY 12, 2021",DAL vs. NOP,W,14,1,7,0.143,1,3,0.333,0,0,0.0,0,1,1,1,0,0,0,2,3,13,1
68,22020,1626196,0022001037,"MAY 11, 2021",DAL @ MEM,L,22,4,8,0.5,1,3,0.333,0,0,0.0,1,0,1,2,4,1,1,2,9,-1,1
69,22020,1626196,0022001021,"MAY 09, 2021",DAL @ CLE,W,25,9,14,0.643,0,3,0.0,2,2,1.0,1,1,2,1,2,0,0,0,20,10,1
70,22020,1626196,0022001007,"MAY 07, 2021",DAL vs. CLE,W,28,8,13,0.615,2,4,0.5,0,0,0.0,1,4,5,3,3,1,1,0,18,15,1
71,22020,1626196,0022000998,"MAY 06, 2021",DAL vs. BKN,W,29,4,10,0.4,2,3,0.667,0,0,0.0,1,0,1,1,3,0,1,2,10,-5,1
72,22020,1626196,0022000986,"MAY 04, 2021",DAL @ MIA,W,23,6,11,0.545,3,5,0.6,2,2,1.0,1,0,1,1,0,0,1,1,17,-3,1
73,22020,1626196,0022000970,"MAY 02, 2021",DAL vs. SAC,L,26,4,10,0.4,1,4,0.25,2,2,1.0,0,3,3,2,2,0,0,2,11,-3,1
