,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21999,457,0029901176,"APR 19, 2000",NYK @ BOS,L,12,1,3,0.333,0,0,0.0,2,4,0.5,0,3,3,0,3,0,0,2,4,-10.0,0
1,21999,457,0029901139,"APR 14, 2000",NYK @ TOR,L,6,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,4,3.0,0
2,21999,457,0029901052,"APR 02, 2000",NYK @ LAL,L,3,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-3.0,0
3,21999,457,0029900931,"MAR 17, 2000",NYK @ CHH,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4.0,0
4,21999,457,0029900765,"FEB 23, 2000",NYK vs. TOR,L,12,1,4,0.25,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,2,-15.0,0
5,21999,457,0029900750,"FEB 21, 2000",NYK vs. LAC,W,10,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,0,1,0,0,2,0,-9.0,0
6,21999,457,0029900706,"FEB 15, 2000",NYK @ TOR,L,4,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-4.0,0
7,21999,457,0029900252,"DEC 07, 1999",NYK vs. GSW,W,6,1,1,1.0,0,0,0.0,0,1,0.0,0,1,1,1,1,1,0,0,2,2.0,0
8,21999,457,0029900241,"DEC 05, 1999",NYK vs. DEN,L,12,3,7,0.429,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,2,6,4.0,0
9,21999,457,0029900232,"DEC 04, 1999",NYK @ NJN,W,18,2,5,0.4,0,0,0.0,0,0,0.0,1,5,6,0,1,0,1,1,4,8.0,0
10,21999,457,0029900220,"DEC 02, 1999",NYK @ MIL,W,12,0,3,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,1,0,12.0,0
11,21999,457,0029900202,"NOV 30, 1999",NYK @ PHI,L,24,1,5,0.2,0,0,0.0,0,0,0.0,2,5,7,0,0,1,0,0,2,-9.0,0
12,21999,457,0029900196,"NOV 29, 1999",NYK vs. DAL,W,21,5,9,0.556,0,0,0.0,0,0,0.0,3,6,9,1,2,0,1,3,10,15.0,0
13,21999,457,0029900183,"NOV 27, 1999",NYK vs. ORL,W,20,3,4,0.75,0,0,0.0,0,0,0.0,1,4,5,0,0,1,0,3,6,1.0,0
14,21999,457,0029900158,"NOV 23, 1999",NYK @ LAC,L,27,5,7,0.714,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,5,10,9.0,0
15,21999,457,0029900143,"NOV 20, 1999",NYK @ GSW,W,24,0,3,0.0,0,0,0.0,0,0,0.0,4,6,10,0,0,2,1,2,0,1.0,0
16,21999,457,0029900132,"NOV 19, 1999",NYK @ PHX,L,17,2,4,0.5,0,0,0.0,1,2,0.5,1,2,3,0,0,0,0,1,5,-2.0,0
17,21999,457,0029900116,"NOV 17, 1999",NYK @ UTA,L,7,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,6.0,0
18,21999,457,0029900038,"NOV 06, 1999",NYK @ CLE,L,6,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,4,0,-2.0,0
19,21998,457,0029800320,"MAR 17, 1999",CHI @ ORL,L,8,2,3,0.667,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,4,6.0,0
20,21998,457,0029800301,"MAR 15, 1999",CHI vs. CLE,L,6,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,2,2.0,0
21,21998,457,0029800279,"MAR 12, 1999",CHI vs. NYK,W,15,1,2,0.5,0,0,0.0,2,2,1.0,0,3,3,0,0,0,0,2,4,-14.0,0
22,21998,457,0029800269,"MAR 11, 1999",CHI vs. SEA,L,6,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,2,0,9.0,0
23,21998,457,0029800250,"MAR 09, 1999",CHI vs. NJN,W,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-4.0,0
24,21998,457,0029800205,"MAR 03, 1999",CHI @ PHI,L,18,1,4,0.25,0,0,0.0,1,2,0.5,1,1,2,0,1,1,1,2,3,-9.0,0
25,21998,457,0029800199,"MAR 02, 1999",CHI vs. DET,L,21,2,4,0.5,0,0,0.0,2,2,1.0,1,4,5,0,0,0,1,1,6,-9.0,0
26,21998,457,0029800179,"FEB 28, 1999",CHI @ TOR,W,11,0,3,0.0,0,0,0.0,0,2,0.0,1,2,3,0,1,0,0,4,0,0.0,0
27,21998,457,0029800174,"FEB 27, 1999",CHI vs. CHH,W,32,5,6,0.833,0,0,0.0,4,5,0.8,3,7,10,2,0,1,0,2,14,16.0,0
28,21998,457,0029800157,"FEB 25, 1999",CHI vs. PHI,L,7,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,2,0,2.0,0
29,21998,457,0029800141,"FEB 23, 1999",CHI vs. MIL,L,13,1,2,0.5,0,0,0.0,2,2,1.0,0,2,2,0,0,0,1,0,4,-1.0,0
30,21998,457,0029800132,"FEB 22, 1999",CHI @ ATL,W,30,1,4,0.25,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,3,2,-4.0,0
31,21998,457,0029800123,"FEB 21, 1999",CHI @ NYK,L,11,2,3,0.667,0,0,0.0,0,0,0.0,0,1,1,2,0,0,2,2,4,1.0,0
32,21998,457,0029800107,"FEB 19, 1999",CHI @ WAS,L,10,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,0,0,-1.0,0
33,21998,457,0029800093,"FEB 17, 1999",CHI @ MIL,L,18,3,6,0.5,0,0,0.0,0,0,0.0,1,1,2,1,0,1,1,2,6,-11.0,0
34,21998,457,0029800085,"FEB 16, 1999",CHI vs. ATL,L,26,3,12,0.25,0,0,0.0,0,0,0.0,3,4,7,0,0,1,3,1,6,3.0,0
35,21998,457,0029800069,"FEB 14, 1999",CHI vs. SAS,L,29,2,10,0.2,0,0,0.0,0,0,0.0,1,8,9,1,0,0,0,5,4,-11.0,0
36,21998,457,0029800056,"FEB 11, 1999",CHI vs. NYK,L,27,1,9,0.111,0,0,0.0,2,2,1.0,5,7,12,1,0,2,2,4,4,-9.0,0
37,21998,457,0029800039,"FEB 09, 1999",CHI vs. ATL,L,34,4,13,0.308,0,0,0.0,0,0,0.0,6,4,10,1,0,2,1,3,8,-14.0,0
38,21998,457,0029800024,"FEB 07, 1999",CHI @ LAC,W,34,2,10,0.2,0,0,0.0,3,6,0.5,7,7,14,0,0,2,3,5,7,5.0,0
39,21998,457,0029800009,"FEB 05, 1999",CHI @ UTA,L,24,1,3,0.333,0,0,0.0,0,0,0.0,1,3,4,1,1,0,0,3,2,-11.0,0
40,21997,457,0029701178,"APR 18, 1998",MIL vs. MIN,L,11,1,3,0.333,0,0,0.0,2,2,1.0,2,0,2,0,0,0,0,2,4,-11.0,0
41,21997,457,0029701168,"APR 17, 1998",MIL @ DET,L,13,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,2,0,-4.0,0
42,21997,457,0029701144,"APR 14, 1998",MIL vs. CHH,L,14,0,1,0.0,0,0,0.0,1,2,0.5,1,2,3,0,0,0,1,2,1,8.0,0
43,21997,457,0029701052,"APR 01, 1998",MIL @ DEN,W,6,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,0,-5.0,0
44,21997,457,0029701045,"MAR 31, 1998",MIL @ GSW,W,10,0,1,0.0,0,0,0.0,3,4,0.75,1,1,2,0,0,1,0,0,3,-8.0,0
45,21997,457,0029701012,"MAR 27, 1998",MIL @ MIA,L,30,3,12,0.25,0,1,0.0,5,6,0.833,5,8,13,0,2,1,3,4,11,-9.0,0
46,21997,457,0029701005,"MAR 26, 1998",MIL @ CHH,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8.0,0
47,21997,457,0029700991,"MAR 24, 1998",MIL vs. HOU,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-3.0,0
48,21997,457,0029700979,"MAR 22, 1998",MIL vs. IND,L,4,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,-2.0,0
49,21997,457,0029700953,"MAR 19, 1998",MIL @ ATL,L,10,1,4,0.25,0,0,0.0,0,0,0.0,2,2,4,0,0,2,0,3,2,-4.0,0
50,21997,457,0029700932,"MAR 16, 1998",MIL @ SAS,L,8,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,0,1.0,0
51,21997,457,0029700914,"MAR 14, 1998",MIL vs. PHI,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4.0,0
52,21997,457,0029700908,"MAR 13, 1998",MIL @ IND,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-6.0,0
53,21997,457,0029700893,"MAR 11, 1998",MIL @ CLE,L,8,0,1,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,1,0,1,2,2.0,0
54,21997,457,0029700866,"MAR 07, 1998",MIL vs. UTA,L,20,1,4,0.25,0,0,0.0,1,2,0.5,2,3,5,0,1,0,0,5,3,-10.0,0
55,21997,457,0029700852,"MAR 05, 1998",MIL vs. DEN,W,4,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,2.0,0
56,21997,457,0029700802,"FEB 26, 1998",MIL @ NYK,L,17,3,4,0.75,0,0,0.0,0,0,0.0,0,2,2,0,2,0,0,3,6,1.0,0
57,21997,457,0029700790,"FEB 24, 1998",MIL vs. LAL,L,26,1,4,0.25,0,0,0.0,0,0,0.0,4,6,10,2,0,1,1,3,2,-9.0,0
58,21997,457,0029700761,"FEB 20, 1998",MIL vs. TOR,W,11,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,4,-6.0,0
59,21997,457,0029700744,"FEB 18, 1998",MIL @ WAS,W,8,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,1,1,0,0,-4.0,0
60,21997,457,0029700732,"FEB 16, 1998",MIL @ NJN,L,20,1,1,1.0,0,0,0.0,0,0,0.0,1,3,4,1,0,1,2,4,2,11.0,0
61,21997,457,0029700720,"FEB 14, 1998",MIL @ CLE,W,5,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,7.0,0
